song_id,flagged,violence_score,self_harm_score,sexual_score,harassment_score,hate_score,violence_flag,self_harm_flag,sexual_flag,harassment_flag,hate_flag
5341287,False,0.005751402582973242,0.000698927731718868,0.3257893919944763,0.06516264379024506,0.05908619612455368,False,False,False,False,False
2949227,False,0.12291163206100464,0.0001160226238425821,0.0003488812071736902,0.023980645462870598,0.030046328902244568,False,False,False,False,False
3571822,True,0.1307363361120224,0.005924828816205263,0.7635111212730408,0.13307291269302368,0.11569840461015701,False,False,True,False,False
2949231,True,0.5582391023635864,0.0007753725512884557,0.48389241099357605,0.6593026518821716,0.42227885127067566,False,False,False,True,True
7831663,False,0.0021485700272023678,6.959075835766271e-05,0.13948209583759308,0.0023603925947099924,0.0006821878487244248,False,False,False,False,False
3833971,True,0.7781701683998108,0.7262685298919678,0.0021030406933277845,0.05214162915945053,0.0001693987869657576,True,True,False,False,False
3833972,False,0.012970875017344952,0.02090035378932953,0.0007814181735739112,0.030340231955051422,0.005411168560385704,False,False,False,False,False
5079155,False,0.2011512666940689,0.003716425970196724,0.026601003482937813,0.039581771939992905,0.05413775146007538,False,False,False,False,False
2949258,False,0.06193085014820099,0.00026451385929249227,0.019477184861898422,0.058907970786094666,0.05433361604809761,False,False,False,False,False
131227,False,0.01241898350417614,0.24436905980110168,0.0007357632275670767,0.0017931952606886625,0.001367407850921154,False,False,False,False,False
3047580,True,0.6154237985610962,0.00020376805332489312,0.1783209592103958,0.44780540466308594,0.1991768181324005,True,False,False,True,False
2293919,False,0.038948219269514084,0.019455745816230774,0.3492630422115326,0.08499383181333542,0.03310065716505051,False,False,False,False,False
2500983,False,0.05076819658279419,0.01394590362906456,0.01421447191387415,0.004197055008262396,0.0017003176035359502,False,False,False,False,False
3211423,True,0.3845493197441101,0.005754854995757341,0.5775613188743591,0.24922586977481842,0.15958668291568756,False,False,True,False,False
8880294,False,0.5303720235824585,0.010380610823631287,0.0013680681586265564,0.025106338784098625,0.03339776769280434,False,False,False,False,False
2326694,False,0.02922123670578003,0.0007844398496672511,0.0006879645516164601,0.03445189818739891,0.024574413895606995,False,False,False,False,False
8945831,False,0.02130289003252983,0.00791076011955738,0.23979926109313965,0.1652534455060959,0.03641311824321747,False,False,False,False,False
2326705,False,0.03722696006298065,0.0010902892099693418,0.0004959016805514693,0.31555822491645813,0.18875522911548615,False,False,False,False,False
2326706,False,0.16149446368217468,0.0020433024037629366,0.0332682728767395,0.31233978271484375,0.2365577071905136,False,False,False,False,False
2326708,True,0.5516744256019592,0.003410228993743658,0.020893920212984085,0.8307505249977112,0.3968667685985565,False,False,False,True,False
3047605,True,0.387317955493927,0.0016265468439087272,0.9321747422218323,0.34212470054626465,0.09321125596761703,False,False,True,False,False
8061108,False,0.41171616315841675,0.013098117895424366,0.0025222976692020893,0.026422934606671333,0.01308814249932766,False,False,False,False,False
2326711,True,0.09295884519815445,0.00831131637096405,0.004597418941557407,0.6373806595802307,0.04441218450665474,False,False,False,True,False
229559,False,0.014820894226431847,0.00018639648624230176,0.26690173149108887,0.41238316893577576,0.3850179612636566,False,False,False,False,False
8061109,True,0.09080073982477188,0.0002887231530621648,0.699694037437439,0.1363786906003952,0.03882252424955368,False,False,True,False,False
8061110,True,0.14359942078590393,0.001238313619978726,0.5882891416549683,0.2084677666425705,0.08881885558366776,False,False,True,False,False
4980923,False,0.011615835130214691,0.0008391260635107756,0.05081982538104057,0.004345896188169718,0.0008857791544869542,False,False,False,False,False
2851004,False,0.06274326145648956,0.00016245097503997386,0.08054466545581818,0.0671289712190628,0.04589219391345978,False,False,False,False,False
8061111,False,0.002798698376864195,0.0016690363408997655,0.03277271240949631,0.0396316796541214,0.03074115887284279,False,False,False,False,False
8061112,True,0.04845165088772774,0.01675717532634735,0.005717809312045574,0.7448891997337341,0.015337664633989334,False,False,False,True,False
2425023,False,0.2621828019618988,0.0055650039575994015,0.0030002121347934008,0.013564669527113438,0.006902491208165884,False,False,False,False,False
8061113,True,0.022202610969543457,3.308496161480434e-05,0.6558809876441956,0.37786680459976196,0.044233229011297226,False,False,True,False,False
8061114,False,0.027876315638422966,0.00021521130111068487,0.002520970767363906,0.04285971075296402,0.027552416548132896,False,False,False,False,False
8061115,False,0.016073528677225113,0.009966297075152397,0.0002565806789789349,0.029759226366877556,0.0003906986676156521,False,False,False,False,False
8061116,False,0.043639566749334335,0.0025976691395044327,0.16782662272453308,0.02653213031589985,0.02249082550406456,False,False,False,False,False
2162892,True,0.48024633526802063,0.056827444583177567,0.021428558975458145,0.4604201316833496,0.13188767433166504,False,False,False,True,False
3244243,False,0.0333024337887764,0.0010520924115553498,0.04402558505535126,0.04101305082440376,0.01060697715729475,False,False,False,False,False
6750421,False,0.4807269275188446,0.3517184555530548,0.1822235882282257,0.0958448201417923,0.0015811831690371037,False,False,False,False,False
3932389,False,0.09262073040008545,0.0009715817286632955,0.13777633011341095,0.06882885098457336,0.03370412066578865,False,False,False,False,False
6422760,False,0.04844869673252106,0.007844049483537674,0.000517491193022579,0.009864838793873787,0.0036645124200731516,False,False,False,False,False
9535722,True,0.07561461627483368,0.0006819508853368461,0.9326657056808472,0.13392087817192078,0.015096169896423817,False,False,True,False,False
7045356,False,0.007546866312623024,0.0007204057183116674,0.45016399025917053,0.1572466790676117,0.07788082212209702,False,False,False,False,False
2457840,True,0.6916491985321045,0.022503279149532318,0.11284839361906052,0.8007583022117615,0.013925905339419842,True,False,False,True,False
6553840,False,0.05065801367163658,0.001193530042655766,0.0029234816320240498,0.2781049907207489,0.09087075293064117,False,False,False,False,False
7930101,True,0.818901538848877,0.00020151403441559523,0.22296763956546783,0.42585834860801697,0.47941651940345764,True,False,False,False,True
7930102,False,0.08014532923698425,0.0026280032470822334,0.04169775918126106,0.19022707641124725,0.07916267216205597,False,False,False,False,False
7340282,False,0.02825048379600048,0.0018574664136394858,0.0001957642671186477,0.04450061172246933,0.008495884947478771,False,False,False,False,False
3571963,True,0.7336921691894531,0.10864072293043137,0.13635721802711487,0.5589704513549805,0.2549692988395691,True,False,False,True,False
7340283,False,0.21017751097679138,0.011326946318149567,0.01758793741464615,0.008345109410583973,0.002956841140985489,False,False,False,False,False
7340284,True,0.2849263846874237,0.00026760573382489383,0.2685421407222748,0.47417932748794556,0.27901190519332886,False,False,False,True,False
7340285,False,0.08464287966489792,0.001339360256679356,0.13799233734607697,0.10935915261507034,0.082715705037117,False,False,False,False,False
7340286,False,0.03317903354763985,0.00441106827929616,0.005556163378059864,0.1037125289440155,0.0004953327006660402,False,False,False,False,False
7340287,False,0.008193328976631165,0.000649213558062911,0.06946253776550293,0.14684946835041046,0.06279139965772629,False,False,False,False,False
7340288,False,0.007552485913038254,3.7022382457507774e-05,0.05877251178026199,0.0045467461459338665,0.008471265435218811,False,False,False,False,False
7340289,False,0.016977356746792793,0.00011688679660437629,0.014756117947399616,0.10981601476669312,0.01438684482127428,False,False,False,False,False
7340290,False,0.02252047136425972,9.011799556901678e-05,0.027274800464510918,0.010040688328444958,0.0009550497052259743,False,False,False,False,False
7340291,False,0.02189444564282894,0.00041731196688488126,0.04587160795927048,0.00985634233802557,0.018446411937475204,False,False,False,False,False
7340292,False,0.015278946608304977,0.0012375731021165848,0.0029891987796872854,0.04017367586493492,0.0015207104152068496,False,False,False,False,False
7340293,False,0.17902876436710358,0.026018552482128143,0.002274849684908986,0.03350798040628433,0.0019934666343033314,False,False,False,False,False
4227335,False,0.013909786008298397,0.002367913257330656,0.03278777375817299,0.051921263337135315,0.013285345397889614,False,False,False,False,False
7340294,False,0.27380430698394775,0.11525574326515198,0.008071961812675,0.010126701556146145,0.0021353797055780888,False,False,False,False,False
7340295,False,0.04740595072507858,0.0011965688318014145,0.00630989670753479,0.04371360316872597,0.027277033776044846,False,False,False,False,False
7340296,False,0.008000586181879044,0.007898150943219662,0.11214351654052734,0.026829315349459648,0.013339913450181484,False,False,False,False,False
3768587,False,0.005350607447326183,0.00011408691352698952,0.15512391924858093,0.06378376483917236,0.008525112643837929,False,False,False,False,False
7340297,False,0.11428284645080566,0.004444193560630083,0.038754817098379135,0.034535013139247894,0.03430945798754692,False,False,False,False,False
7340298,False,0.030676111578941345,0.006689073052257299,0.003027052152901888,0.005974946543574333,0.0064113689586520195,False,False,False,False,False
7340299,False,0.0008061247644945979,0.00010063873196486384,0.04842600226402283,0.00027982573374174535,0.00035229281638748944,False,False,False,False,False
8061197,False,0.0011782326037064195,0.002855021506547928,0.010259945876896381,0.0211445651948452,0.02069719508290291,False,False,False,False,False
3014930,False,0.02133626490831375,0.00016540907381568104,0.0007554927724413574,0.04604053869843483,0.01442281249910593,False,False,False,False,False
688422,False,0.06591714918613434,0.0007904186495579779,0.1764892190694809,0.19962239265441895,0.06547261774539948,False,False,False,False,False
9306416,False,0.15611997246742249,0.007565607316792011,0.0013562202220782638,0.0656849592924118,0.027752675116062164,False,False,False,False,False
9306418,False,0.003938308916985989,0.00021018387633375823,0.1820058971643448,0.0796818882226944,0.03496832400560379,False,False,False,False,False
9306419,False,0.006689563859254122,9.753160156833474e-06,0.006977278273552656,0.004511620849370956,0.003815396223217249,False,False,False,False,False
9306422,False,0.012879626825451851,0.002963540144264698,0.007092874962836504,0.01583581604063511,0.010210138745605946,False,False,False,False,False
9306423,False,0.06296685338020325,0.001046906691044569,0.07236477732658386,0.1718321144580841,0.03536458685994148,False,False,False,False,False
7962941,True,0.3320329785346985,0.024494286626577377,0.0033843040000647306,0.34746241569519043,0.0025905112270265818,False,False,False,False,False
7831873,False,0.025246115401387215,0.004981754347681999,0.007741015404462814,0.02720361016690731,0.00018870350322686136,False,False,False,False,False
5763978,True,0.10240761935710907,0.0022119537461549044,0.8469681739807129,0.13207894563674927,0.10104946047067642,False,False,True,False,False
6783311,False,0.004641103558242321,0.0035413370933383703,0.008419870398938656,0.011595454066991806,0.011534622870385647,False,False,False,False,False
65873,True,0.4552806615829468,0.0018852538196370006,0.119125597178936,0.6204330325126648,0.32975777983665466,False,False,False,True,False
5996883,False,0.291258841753006,0.0034329090267419815,0.014750822447240353,0.22232626378536224,0.2331947386264801,False,False,False,False,False
5763979,True,0.12599647045135498,0.003071820829063654,0.21898210048675537,0.44626399874687195,0.2657054662704468,False,False,False,True,False
5996884,True,0.37673434615135193,0.0013754599494859576,0.3420572578907013,0.25148093700408936,0.31752580404281616,False,False,False,False,False
5996885,True,0.09650558233261108,0.004017586819827557,0.0029960875399410725,0.5789344310760498,0.04500506818294525,False,False,False,True,False
5996887,False,0.030468540266156197,0.003401771653443575,0.004577039275318384,0.009594850242137909,0.011992895044386387,False,False,False,False,False
5275992,False,0.11970628052949905,0.0019184676930308342,0.11102380603551865,0.05770617350935936,0.028863754123449326,False,False,False,False,False
5763980,True,0.12544867396354675,0.01053827628493309,0.31831857562065125,0.5104277729988098,0.2494831681251526,False,False,False,True,False
5996888,False,0.06627663224935532,0.0008251045946963131,0.1318466067314148,0.035291556268930435,0.033865027129650116,False,False,False,False,False
5996890,False,0.01203860528767109,0.0066331783309578896,0.0018701900262385607,0.004634528886526823,0.007098151836544275,False,False,False,False,False
5996891,False,0.01381403487175703,0.009299489669501781,0.012400878593325615,0.008221021853387356,0.007646847516298294,False,False,False,False,False
5763981,False,0.014617187902331352,0.005402226932346821,0.002001570537686348,0.10034564882516861,0.0003761982952710241,False,False,False,False,False
2818401,True,0.07950903475284576,0.0006676564225926995,0.8245328068733215,0.9207983016967773,0.5843288898468018,False,False,True,True,True
5763982,False,0.05529017746448517,0.001205919194035232,0.08277885615825653,0.36940446496009827,0.0035047174897044897,False,False,False,False,False
3047782,False,0.013478624634444714,0.0050226603634655476,0.014842068776488304,0.047845739871263504,0.014379794709384441,False,False,False,False,False
8946029,False,0.030446385964751244,0.004657198674976826,0.00439738342538476,0.0076904273591935635,0.025246040895581245,False,False,False,False,False
6062447,False,0.01802949234843254,0.0032392132561653852,0.00995163805782795,0.010454484261572361,0.0008882147958502173,False,False,False,False,False
2621809,True,0.391965389251709,0.00037292041815817356,0.5411288738250732,0.339189350605011,0.03365802764892578,False,False,True,False,False
8946033,False,0.010914443992078304,0.002443231176584959,0.005933619569987059,0.0012289697770029306,0.00014577357796952128,False,False,False,False,False
8946035,False,0.009178468957543373,9.473071258980781e-05,0.07760965079069138,0.014616693370044231,0.0031550410203635693,False,False,False,False,False
3244407,False,0.045023076236248016,0.00036140362499281764,0.008837475441396236,0.04185638576745987,0.03219413012266159,False,False,False,False,False
8946039,False,0.222390815615654,0.00022137226187624037,0.1402074545621872,0.07607581466436386,0.06517406553030014,False,False,False,False,False
3244409,False,0.11495892703533173,0.0003191308642271906,0.004382590297609568,0.27518707513809204,0.06898584216833115,False,False,False,False,False
3244410,False,0.018707148730754852,0.009109306149184704,0.0029086358845233917,0.10635563731193542,0.011412645690143108,False,False,False,False,False
3244411,False,0.002992694964632392,0.00015922996681183577,0.006537338253110647,0.03165050968527794,0.014967150054872036,False,False,False,False,False
3244412,False,0.012335699051618576,5.632911415887065e-05,7.759047002764419e-05,0.2144329994916916,0.012729957699775696,False,False,False,False,False
3244413,True,0.3418930768966675,0.00019892938144039363,0.037009261548519135,0.9693389534950256,0.39316391944885254,False,False,False,True,False
8061306,False,0.001374875195324421,3.58047109330073e-05,0.4132100045681,0.01077280193567276,0.009115570224821568,False,False,False,False,False
3244415,True,0.24185903370380402,0.0020277518779039383,0.17895908653736115,0.9207741618156433,0.6090869307518005,False,False,False,True,True
3244416,True,0.8061803579330444,0.0520332008600235,0.05307333916425705,0.3289613425731659,0.27543461322784424,True,False,False,False,False
3244417,False,0.027618583291769028,0.001959113636985421,0.047450002282857895,0.3121415972709656,0.1512058973312378,False,False,False,False,False
3244418,True,0.3804735541343689,0.0010798850562423468,0.017129970714449883,0.7195421457290649,0.3770201504230499,False,False,False,True,False
3244419,False,0.008985891938209534,0.0002415771159576252,0.018191562965512276,0.0009158083703368902,0.0022326046600937843,False,False,False,False,False
3244420,False,0.018264560028910637,8.36648468975909e-05,0.0034331928472965956,0.12961319088935852,0.05612249672412872,False,False,False,False,False
3965312,False,0.18222743272781372,0.0002803739916998893,0.3768008053302765,0.20091897249221802,0.14878803491592407,False,False,False,False,False
8061309,False,0.0016960761277005076,0.004058435559272766,0.08464136719703674,0.044084422290325165,0.0016232460038736463,False,False,False,False,False
8061310,True,0.11895203590393066,9.470856639381964e-06,0.9854577779769897,0.1632809042930603,0.03560355305671692,False,False,True,False,False
8061311,False,0.016023484990000725,0.00036217394517734647,0.3175055980682373,0.34015992283821106,0.07852742075920105,False,False,False,False,False
8061312,True,0.01757867820560932,0.0010564468102529645,0.8755123019218445,0.14243446290493011,0.0369039848446846,False,False,True,False,False
8946050,False,0.12735235691070557,0.00398700125515461,0.09936301410198212,0.042587775737047195,0.04178276285529137,False,False,False,False,False
8946051,True,0.04939216375350952,0.003516220021992922,0.11330841481685638,0.47357621788978577,0.08053182065486908,False,False,False,True,False
2982295,False,0.06833305209875107,0.03982020914554596,0.0013812338002026081,0.040813419967889786,0.019249971956014633,False,False,False,False,False
6685082,False,0.005967805627733469,0.0004902623477391899,0.008957303129136562,0.17391155660152435,0.08037346601486206,False,False,False,False,False
2425244,False,0.030888322740793228,0.0003483316977508366,0.00038282855530269444,0.0020564093720167875,0.0011665790807455778,False,False,False,False,False
6685086,False,0.013075761497020721,0.0004955120966769755,0.03535417467355728,0.0037286209408193827,0.009649155661463737,False,False,False,False,False
3965343,False,0.32084500789642334,0.005098451394587755,0.004007949493825436,0.10929978638887405,0.06747796386480331,False,False,False,False,False
3965344,True,0.10818474739789963,0.0007932063308544457,0.6756198406219482,0.1275903731584549,0.03391655161976814,False,False,True,False,False
6685088,False,0.008299082517623901,1.8044023818220012e-05,0.24463889002799988,0.18170277774333954,0.035968247801065445,False,False,False,False,False
3965346,True,0.13998398184776306,6.558269433298847e-06,0.6461028456687927,0.4978725016117096,0.014493788592517376,False,False,True,True,False
9634211,False,0.05886344611644745,0.0256638340651989,0.023335501551628113,0.0027716101612895727,0.0022739474661648273,False,False,False,False,False
3965348,True,0.5126620531082153,0.0010324902832508087,0.18912534415721893,0.5679977536201477,0.007720389403402805,False,False,False,True,False
6685093,False,0.013626121915876865,0.01763092167675495,0.029645556584000587,0.04347418248653412,0.03193424642086029,False,False,False,False,False
6685094,False,0.0031139468774199486,0.00011330534471198916,0.14051973819732666,0.08494570851325989,0.012530787847936153,False,False,False,False,False
3965351,True,0.3239215612411499,0.005938183516263962,0.5956943035125732,0.48913702368736267,0.15405325591564178,False,False,True,True,False
9634212,False,0.003279536496847868,0.08135011047124863,0.00023065005370881408,0.00013981046504341066,8.739076292840764e-05,False,False,False,False,False
3965354,False,0.22343192994594574,0.0010762023739516735,0.06933854520320892,0.007872474379837513,0.0010335186962038279,False,False,False,False,False
6062508,False,0.1220993772149086,0.004792022984474897,0.08412821590900421,0.17867949604988098,0.15249307453632355,False,False,False,False,False
3965357,True,0.0010568781290203333,7.212175842141733e-05,0.6806825995445251,0.07612437754869461,0.03382713720202446,False,False,True,False,False
3965359,False,0.0011061712866649032,0.0018823741702362895,0.28624123334884644,0.00538527499884367,0.005011158995330334,False,False,False,False,False
3965360,False,0.367819219827652,0.00023351846903096884,0.4502536952495575,0.1543339341878891,0.04293963685631752,False,False,False,False,False
3965361,False,0.04636601731181145,5.1023413107031956e-05,0.05183824896812439,0.056908171623945236,0.034074701368808746,False,False,False,False,False
3965362,False,0.25930455327033997,0.00021885322348680347,0.4624107778072357,0.2585465610027313,0.08420561254024506,False,False,False,False,False
688564,False,0.007185411639511585,0.0006488547660410404,0.013138757087290287,0.19140122830867767,0.04163457453250885,False,False,False,False,False
3113400,True,0.1512124240398407,0.004531795158982277,0.669114351272583,0.41782328486442566,0.003721558256074786,False,False,True,False,False
3965373,False,0.07381918281316757,0.0011646469356492162,0.007958289235830307,0.3159269392490387,0.08523979783058167,False,False,False,False,False
6783424,False,0.0038355907890945673,0.004611764568835497,0.022784819826483727,0.014803282916545868,0.0031969398260116577,False,False,False,False,False
6717889,False,0.23343582451343536,0.10200903564691544,0.02535148151218891,0.021941320970654488,0.0023668815847486258,False,False,False,False,False
2326978,True,0.01672099530696869,0.00010341759480070323,0.6833211779594421,0.3992305397987366,0.027659045532345772,False,False,True,False,False
7579430,False,0.023652277886867523,0.002830888144671917,0.36254599690437317,0.03365170583128929,0.004084260668605566,False,False,False,False,False
9306561,False,0.020760171115398407,0.0011040526442229748,0.017059223726391792,0.06504078209400177,0.02650991640985012,False,False,False,False,False
4227526,False,0.12215390801429749,0.046558819711208344,0.25996628403663635,0.04339979588985443,0.04373663663864136,False,False,False,False,False
2326983,True,0.031098367646336555,8.24563394417055e-05,0.807854175567627,0.15078780055046082,0.14740905165672302,False,False,True,False,False
5177798,False,0.09486652910709381,0.0003842496080324054,0.4723217487335205,0.08302933722734451,0.017740493640303612,False,False,False,False,False
2949577,False,0.24586845934391022,0.0026130476035177708,0.000672080903314054,0.01640220172703266,0.021608849987387657,False,False,False,False,False
4915658,False,0.11899901181459427,0.010501808486878872,0.05885704979300499,0.0707228034734726,0.006969835609197617,False,False,False,False,False
6717897,False,0.06289704144001007,0.006226185243576765,0.04004507511854172,0.0072463215328752995,0.011508431285619736,False,False,False,False,False
3342797,False,0.02111680619418621,0.00025234956410713494,0.12463465332984924,0.27757248282432556,0.07772105187177658,False,False,False,False,False
3146191,True,0.08642932772636414,0.00020299217430874705,0.9441118240356445,0.937445342540741,0.33347275853157043,False,False,True,True,False
4948433,False,0.014014771208167076,0.0002039251266978681,0.24062120914459229,0.06942341476678848,0.04161873832345009,False,False,False,False,False
3146195,False,0.005402114242315292,0.00024183640198316425,0.19795246422290802,0.18199479579925537,0.19931316375732422,False,False,False,False,False
98776,False,0.38747766613960266,0.09419944137334824,0.0026710922829806805,0.13553647696971893,0.03931627422571182,False,False,False,False,False
5800409,False,0.033219143748283386,0.0007072570151649415,0.44240617752075195,0.1127399280667305,0.01055533904582262,False,False,False,False,False
4227550,False,0.020373649895191193,0.0011246652575209737,0.0724966749548912,0.03211543709039688,0.0062240674160420895,False,False,False,False,False
2392547,False,0.019231079146265984,0.004423236940056086,0.03190397098660469,0.027309568598866463,0.0021129960659891367,False,False,False,False,False
2687459,False,0.02243451587855816,0.008530998602509499,0.009863113984465599,0.34515810012817383,0.0019212088081985712,False,False,False,False,False
6685158,False,0.013088123872876167,0.0014458271907642484,0.14349807798862457,0.07985693961381912,0.06833934038877487,False,False,False,False,False
3146225,False,0.0031458146404474974,0.00039230106631293893,0.0005963873700238764,0.0028679645620286465,0.002644652035087347,False,False,False,False,False
3047922,False,0.5464359521865845,0.00689390953630209,0.07457423210144043,0.2761414647102356,0.11786048859357834,False,False,False,False,False
2327028,False,0.00517162773758173,0.0005890942411497235,0.005083402153104544,0.2851138114929199,0.12463900446891785,False,False,False,False,False
3146233,False,0.009466839022934437,0.0003118662571068853,0.01114493329077959,0.05943871662020683,0.02812161296606064,False,False,False,False,False
2327034,True,0.5325781106948853,0.0003602775395847857,0.07238943129777908,0.4549012780189514,0.08217065036296844,False,False,False,True,False
3572217,False,0.0888010784983635,0.0009737548534758389,0.02022201381623745,0.09697326272726059,0.03428887203335762,False,False,False,False,False
3572218,True,0.4822153151035309,0.0021484328899532557,0.08351152390241623,0.3083423674106598,0.20798151195049286,False,False,False,False,False
3572219,True,0.23651793599128723,0.00010800424206536263,0.058412156999111176,0.6193715333938599,0.2482205629348755,False,False,False,True,False
3572220,False,0.13920223712921143,0.0016561963129788637,0.008300424553453922,0.25535908341407776,0.12945345044136047,False,False,False,False,False
3572221,False,0.2750612497329712,4.010688644484617e-05,0.005805096589028835,0.17238086462020874,0.24536214768886566,False,False,False,False,False
3572222,False,0.29212021827697754,0.00027461719582788646,0.2494860142469406,0.047266002744436264,0.03729236125946045,False,False,False,False,False
6685185,False,0.004015942569822073,0.0002335302997380495,0.0015271017327904701,0.09909640997648239,0.024806659668684006,False,False,False,False,False
6685187,False,0.0561034269630909,0.0009942264296114445,0.30935990810394287,0.1235562264919281,0.07924003154039383,False,False,False,False,False
6685188,False,0.0160624161362648,0.0027338683139532804,0.007105841767042875,0.12678055465221405,0.06739816814661026,False,False,False,False,False
6685189,False,0.08357518166303635,0.009966735728085041,0.18102414906024933,0.16285191476345062,0.10897168517112732,False,False,False,False,False
721412,False,0.3878796398639679,0.04097823053598404,0.11885778605937958,0.32615718245506287,0.12034709006547928,False,False,False,False,False
6685191,False,0.06002308800816536,0.00046857682173140347,0.013243897818028927,0.3965822756290436,0.20160417258739471,False,False,False,False,False
6685192,False,0.0979524701833725,0.0007915877504274249,0.2879497706890106,0.19525179266929626,0.07363870739936829,False,False,False,False,False
2425352,False,0.34999749064445496,0.0002696528972592205,0.4536706507205963,0.32379424571990967,0.1726074367761612,False,False,False,False,False
6685194,False,0.03667139634490013,0.0029877307824790478,0.010813504457473755,0.06033936142921448,0.053894635289907455,False,False,False,False,False
6685195,False,0.03207721561193466,0.0012858815025538206,0.0011939440155401826,0.30983400344848633,0.20855741202831268,False,False,False,False,False
